"applno","appltype","applpublicnotes","sponsorname","tecode"
89042,"ANDA",,"WATSON LABS",
89043,"ANDA",,"SMITH AND NEPHEW",
89047,"ANDA",,"NOVARTIS",
89048,"ANDA",,"ROXANE",
89049,"ANDA",,"WEST-WARD PHARMS INT",
89051,"ANDA",,"USL PHARMA",
89052,"ANDA",,"USL PHARMA",
89057,"ANDA",,"HALSEY",
89058,"ANDA",,"PLIVA",
89059,"ANDA",,"PLIVA",
89060,"ANDA",,"PLIVA",
89063,"ANDA",,"LUITPOLD",
89064,"ANDA",,"LUITPOLD",
89066,"ANDA",,"PERRIGO CO",
89067,"ANDA",,"GRAHAM DM",
89068,"ANDA",,"ALCON PHARMS LTD",
89069,"ANDA",,"HOSPIRA",
89070,"ANDA",,"HOSPIRA",
89071,"ANDA",,"ACTAVIS ELIZABETH",
89072,"ANDA",,"ACTAVIS ELIZABETH",
89073,"ANDA",,"ACTAVIS ELIZABETH",
89074,"ANDA",,"PERRIGO CO",
89080,"ANDA",,"PUREPAC PHARM",
89081,"ANDA",,"TEVA",
89082,"ANDA",,"PIONEER PHARMS",
89094,"ANDA",,"SOLOPAK",
89095,"ANDA",,"ODYSSEY PHARMS",
89096,"ANDA",,"ODYSSEY PHARMS",
89097,"ANDA",,"PLIVA",
89098,"ANDA",,"PLIVA",
89099,"ANDA",,"ABRAXIS PHARM",
89100,"ANDA",,"ABRAXIS PHARM",
89101,"ANDA",,"PIONEER PHARMS",
89102,"ANDA",,"MALLINCKRODT",
89103,"ANDA",,"SUPERPHARM",
89104,"ANDA",,"SUPERPHARM",
89105,"ANDA",,"SUPERPHARM",
89106,"ANDA",,"PHARMAFAIR",
89107,"ANDA",,"PHARMAFAIR",
89109,"ANDA",,"TEVA",
89110,"ANDA",,"WATSON LABS",
89111,"ANDA",,"WATSON LABS",
89113,"ANDA",,"SUPERPHARM",
89114,"ANDA",,"SUPERPHARM",
89115,"ANDA",,"US CHEM",
89116,"ANDA",,"COPLEY PHARM",
89117,"ANDA",,"HALSEY",
89120,"ANDA",,"QUANTUM PHARMICS",
89121,"ANDA",,"USL PHARMA",
89122,"ANDA",,"USL PHARMA",
89123,"ANDA",,"USL PHARMA",
89124,"ANDA",,"TARO",
89126,"ANDA",,"PAR PHARM",
89127,"ANDA",,"SANDOZ",
89129,"ANDA",,"G AND W LABS INC",
89130,"ANDA",,"HALSEY",
89131,"ANDA",,"SCHERING",
89132,"ANDA",,"3M",
89135,"ANDA",,"PAR PHARM",
89136,"ANDA",,"PAR PHARM",
89137,"ANDA",,"SUPERPHARM",
89139,"ANDA",,"PIONEER PHARMS",
89141,"ANDA",,"FLEMING PHARMS",
89143,"ANDA",,"ABRAXIS PHARM",
89144,"ANDA",,"ABRAXIS PHARM",
89145,"ANDA",,"PAR PHARM",
89146,"ANDA",,"PAR PHARM",
89152,"ANDA",,"ABRAXIS PHARM",
89158,"ANDA",,"PHARMACHEMIE USA",
89160,"ANDA",,"MALLINCKRODT",
89161,"ANDA",,"ABIC",
89162,"ANDA",,"ALCON PHARMS LTD",
89163,"ANDA",,"WATSON LABS",
89164,"ANDA",,"SUPERPHARM",
89166,"ANDA",,"LEITNER PHARMS",
89169,"ANDA",,"WATSON LABS",
89170,"ANDA",,"WATSON LABS",
89171,"ANDA",,"WATSON LABS",
89172,"ANDA",,"ALCON PHARMS LTD",
89173,"ANDA",,"HOSPIRA",
89174,"ANDA",,"HOSPIRA",
89175,"ANDA",,"MIKART",
89177,"ANDA",,"BARR",
89178,"ANDA",,"HALSEY",
89179,"ANDA",,"HALSEY",
89180,"ANDA",,"PHARMACIA AND UPJOHN",
89183,"ANDA",,"SUPERPHARM",
89184,"ANDA",,"SUPERPHARM",
89185,"ANDA",,"SUPERPHARM",
89186,"ANDA",,"ABRAXIS PHARM",
89187,"ANDA",,"ABRAXIS PHARM",
89188,"ANDA",,"ABRAXIS PHARM",
89189,"ANDA",,"ABRAXIS PHARM",
89190,"ANDA",,"SUPERPHARM",
89191,"ANDA",,"SUPERPHARM",
89192,"ANDA",,"SUPERPHARM",
89193,"ANDA",,"MCNEIL",
89199,"ANDA",,"HALSEY",
89200,"ANDA",,"SUPERPHARM",
89201,"ANDA",,"SUPERPHARM",
89202,"ANDA",,"FRESENIUS KABI USA",
89207,"ANDA",,"PAR PHARM",
89208,"ANDA",,"PAR PHARM",
89209,"ANDA",,"PAR PHARM",
89211,"ANDA",,"USL PHARMA",
89212,"ANDA",,"USL PHARMA",
89213,"ANDA",,"USL PHARMA",
89218,"ANDA",,"HALSEY",
89219,"ANDA",,"ANI PHARMS INC",
89222,"ANDA",,"HALSEY",
89223,"ANDA",,"ALPHARMA US PHARMS",
89231,"ANDA",,"MIKART",
89233,"ANDA",,"SUPERPHARM",
89234,"ANDA",,"SUPERPHARM",
89238,"ANDA",,"MIKART",
89239,"ANDA",,"IGI LABS INC",
89240,"ANDA",,"IGI LABS INC",
89243,"ANDA",,"LANNETT",
89244,"ANDA",,"MIKART",
89245,"ANDA",,"MUTUAL PHARM",
89246,"ANDA",,"SUN PHARM INDUSTRIES",
89247,"ANDA",,"SUN PHARM INDUSTRIES",
89248,"ANDA",,"QUAD PHARMS",
89249,"ANDA",,"QUAD PHARMS",
89250,"ANDA",,"QUAD PHARMS",
89251,"ANDA",,"SMITH AND NEPHEW",
89252,"ANDA",,"DEY",
89253,"ANDA",,"SUPERPHARM",
89254,"ANDA",,"SUPERPHARM",
89256,"ANDA",,"QUAD PHARMS",
89257,"ANDA",,"QUAD PHARMS",
89258,"ANDA",,"ANDA REPOSITORY",
89259,"ANDA",,"ANDA REPOSITORY",
89263,"ANDA",,"ABRAXIS PHARM",
89264,"ANDA",,"QUAD PHARMS",
89265,"ANDA",,"QUAD PHARMS",
89266,"ANDA",,"QUAD PHARMS",
89267,"ANDA",,"QUAD PHARMS",
89268,"ANDA",,"DUNHALL",
89271,"ANDA",,"MIKART",
89273,"ANDA",,"TOPIDERM",
89274,"ANDA",,"TOPIDERM",
89275,"ANDA",,"TOPIDERM",
89276,"ANDA",,"TOPIDERM",
89280,"ANDA",,"QUAD PHARMS",
89281,"ANDA",,"QUAD PHARMS",
89282,"ANDA",,"QUAD PHARMS",
89283,"ANDA",,"QUAD PHARMS",
89284,"ANDA",,"SANDOZ",
89285,"ANDA",,"MUTUAL PHARM",
89286,"ANDA",,"SUN PHARM INDUSTRIES",
89290,"ANDA",,"USL PHARMA",
89291,"ANDA",,"USL PHARMA",
89293,"ANDA",,"QUAD PHARMS",
89294,"ANDA",,"QUAD PHARMS",
89295,"ANDA",,"QUAD PHARMS",
89296,"ANDA",,"QUAD PHARMS",
89297,"ANDA",,"QUAD PHARMS",
89298,"ANDA",,"QUAD PHARMS",
89306,"ANDA",,"QUAD PHARMS",
89307,"ANDA",,"QUAD PHARMS",
89308,"ANDA",,"QUAD PHARMS",
89309,"ANDA",,"QUAD PHARMS",
89310,"ANDA",,"QUAD PHARMS",
89311,"ANDA",,"QUAD PHARMS",
89312,"ANDA",,"QUAD PHARMS",
89313,"ANDA",,"QUAD PHARMS",
89314,"ANDA",,"QUAD PHARMS",
89315,"ANDA",,"QUAD PHARMS",
89316,"ANDA",,"QUAD PHARMS",
89321,"ANDA",,"HALSEY",
89322,"ANDA",,"ABRAXIS PHARM",
89323,"ANDA",,"ABRAXIS PHARM",
89324,"ANDA",,"QUAD PHARMS",
89325,"ANDA",,"QUAD PHARMS",
89326,"ANDA",,"QUAD PHARMS",
89327,"ANDA",,"QUAD PHARMS",
89330,"ANDA",,"QUAD PHARMS",
89331,"ANDA",,"QUAD PHARMS",
89335,"ANDA",,"LUITPOLD",
89338,"ANDA",,"SUN PHARM INDUSTRIES",
89339,"ANDA",,"SUPERPHARM",
89340,"ANDA",,"WEST-WARD PHARMS INT",
89341,"ANDA",,"WEST-WARD PHARMS INT",
89342,"ANDA",,"WEST-WARD PHARMS INT",
89343,"ANDA",,"WEST-WARD PHARMS INT",
89346,"ANDA",,"SUN PHARM INDUSTRIES",
89347,"ANDA",,"BRACCO",
89351,"ANDA",,"WEST-WARD PHARMS INT",
89352,"ANDA",,"ABIC",
89353,"ANDA",,"ABIC",
89354,"ANDA",,"ABIC",
89355,"ANDA",,"ABIC",
89356,"ANDA",,"ABIC",
89359,"ANDA",,"ANDA REPOSITORY",
89360,"ANDA",,"CENT PHARMS",
89361,"ANDA",,"PIONEER PHARMS",
89362,"ANDA",,"ABBOTT",
89363,"ANDA",,"MIKART",
89364,"ANDA",,"SUPERPHARM",
89365,"ANDA",,"QUAD PHARMS",
89366,"ANDA",,"HALSEY",
89367,"ANDA",,"SANDOZ",
89368,"ANDA",,"QUAD PHARMS",
89369,"ANDA",,"ANI PHARMS INC",
89372,"ANDA",,"QUAD PHARMS",
89373,"ANDA",,"ABRAXIS PHARM",
89381,"ANDA",,"SUN PHARM INDUSTRIES",
89382,"ANDA",,"SUN PHARM INDUSTRIES",
89383,"ANDA",,"SUN PHARM INDUSTRIES",
89384,"ANDA",,"WEST-WARD PHARMS INT",
89385,"ANDA",,"ORTHO MCNEIL PHARM",
89386,"ANDA",,"ESI",
89387,"ANDA",,"AM THERAP",
89388,"ANDA",,"AM THERAP",
89389,"ANDA",,"AM THERAP",
89390,"ANDA",,"PIONEER PHARMS",
89393,"ANDA",,"HOSPIRA",
89395,"ANDA",,"WEST-WARD PHARMS INT",
89396,"ANDA",,"HALSEY",
89397,"ANDA",,"QUAD PHARMS",
89399,"ANDA",,"SUN PHARM INDS INC",
89400,"ANDA",,"MUTUAL PHARM",
89402,"ANDA",,"MUTUAL PHARM",
89405,"ANDA",,"MALLINCKRODT",
89406,"ANDA",,"FRESENIUS KABI USA",
89407,"ANDA",,"FRESENIUS KABI USA",
89408,"ANDA",,"FRESENIUS KABI USA",
89409,"ANDA",,"FRESENIUS KABI USA",
89410,"ANDA",,"FRESENIUS KABI USA",
89413,"ANDA",,"PHARMADERM",
89414,"ANDA",,"FOUGERA PHARMS INC",
89415,"ANDA",,"ABRAXIS PHARM",
89416,"ANDA",,"ABRAXIS PHARM",
89417,"ANDA",,"AM THERAP",
89418,"ANDA",,"AM THERAP",
89420,"ANDA",,"SCHWARZ PHARMA",
89421,"ANDA",,"WATSON LABS",
89422,"ANDA",,"PAR PHARM",
89423,"ANDA",,"MUTUAL PHARM",
89424,"ANDA",,"SUN PHARM INDUSTRIES",
89425,"ANDA",,"PUREPAC PHARM",
89426,"ANDA",,"PUREPAC PHARM",
89427,"ANDA",,"PUREPAC PHARM",
89428,"ANDA",,"ABRAXIS PHARM",
89434,"ANDA",,"SMITH AND NEPHEW",
89438,"ANDA",,"ANI PHARMS INC",
89440,"ANDA",,"GENUS LIFESCIENCES",
89441,"ANDA",,"ANI PHARMS INC",
89442,"ANDA",,"QUAD PHARMS",
89443,"ANDA",,"QUAD PHARMS",
89446,"ANDA",,"ANI PHARMS INC",
89447,"ANDA",,"ANI PHARMS INC",
89448,"ANDA",,"HALSEY",
89449,"ANDA",,"PENNEX",
89450,"ANDA",,"MIKART",
89451,"ANDA",,"MIKART",
89452,"ANDA",,"MIKART",
89454,"ANDA",,"FRESENIUS KABI USA",
89455,"ANDA",,"QUAD PHARMS",
89456,"ANDA",,"ANI PHARMS INC",
89457,"ANDA",,"ANI PHARMS INC",
89458,"ANDA",,"HALSEY",
89459,"ANDA",,"HALSEY",
89463,"ANDA",,"MARSAM PHARMS LLC",
89464,"ANDA",,"WATSON LABS INC",
89465,"ANDA",,"GLAXOSMITHKLINE",
89472,"ANDA",,"TARO",
89474,"ANDA",,"WEST-WARD PHARMS INT",
89475,"ANDA",,"WEST-WARD PHARMS INT",
89476,"ANDA",,"HALSEY",
89477,"ANDA",,"MARSAM PHARMS LLC",
89478,"ANDA",,"AM THERAP",
89479,"ANDA",,"AM THERAP",
89480,"ANDA",,"AM THERAP",
89481,"ANDA",,"AM THERAP",
89482,"ANDA",,"AM THERAP",
89483,"ANDA",,"AM THERAP",
89484,"ANDA",,"DURAMED PHARMS BARR",
89485,"ANDA",,"DURAMED PHARMS BARR",
89486,"ANDA",,"DURAMED PHARMS BARR",
89488,"ANDA",,"SUN PHARM INDUSTRIES",
89489,"ANDA",,"SUN PHARM INDUSTRIES",
89495,"ANDA",,"BETA DERMAC",
89496,"ANDA",,"QUAD PHARMS",
89497,"ANDA",,"PAR PHARM",
89501,"ANDA",,"MARSAM PHARMS LLC",
89503,"ANDA",,"QUAD PHARMS",
89504,"ANDA",,"QUAD PHARMS",
89508,"ANDA",,"BEDFORD",
89511,"ANDA",,"ROXANE",
89512,"ANDA",,"ROXANE",
89513,"ANDA",,"ROXANE",
89514,"ANDA",,"PHARM VENTURES",
89515,"ANDA",,"FRESENIUS KABI USA",
89517,"ANDA",,"DENTSPLY PHARM",
89519,"ANDA",,"ABRAXIS PHARM",
89520,"ANDA",,"WATSON LABS",
89521,"ANDA",,"HOSPIRA",
89522,"ANDA",,"HOSPIRA",
89523,"ANDA",,"WEST-WARD PHARMS INT",
89524,"ANDA",,"G AND W LABS",
89525,"ANDA",,"G AND W LABS",
89526,"ANDA",,"G AND W LABS",
89528,"ANDA",,"WARNER CHILCOTT",
89529,"ANDA",,"WARNER CHILCOTT",
89530,"ANDA",,"WATSON LABS",
89532,"ANDA",,"ABRAXIS PHARM",
89533,"ANDA",,"PIONEER PHARMS",
89534,"ANDA",,"SUN PHARM INDUSTRIES",
89536,"ANDA",,"WATSON LABS",
89537,"ANDA",,"HOSPIRA",
89538,"ANDA",,"LEE KM",
89539,"ANDA",,"SANOFI AVENTIS US",
89540,"ANDA",,"SANOFI AVENTIS US",
89554,"ANDA",,"HALSEY",
89556,"ANDA",,"FRESENIUS KABI USA",
89557,"ANDA",,"MIKART",
89558,"ANDA",,"PIONEER PHARMS",
89560,"ANDA",,"SANDOZ INC",
89561,"ANDA",,"DAVA PHARMS INC",
89562,"ANDA",,"DAVA PHARMS INC",
89563,"ANDA",,"MARSAM PHARMS LLC",
89565,"ANDA",,"HOSPIRA",
89566,"ANDA",,"SANDOZ",
89567,"ANDA",,"SUN PHARM INDS INC",
89568,"ANDA",,"HALSEY",
89572,"ANDA",,"SOLVAY",
89573,"ANDA",,"ABBOTT",
89574,"ANDA",,"ABBOTT",
89575,"ANDA",,"ABBOTT",
89576,"ANDA",,"ABBOTT",
89577,"ANDA",,"ABBOTT",
89578,"ANDA",,"ABBOTT",
89579,"ANDA",,"ABBOTT",
89580,"ANDA",,"ABBOTT",
89581,"ANDA",,"QUAD PHARMS",
89582,"ANDA",,"SUN PHARM INDS INC",
89585,"ANDA",,"SANDOZ",
89586,"ANDA",,"SANDOZ",
89590,"ANDA",,"SUN PHARM INDUSTRIES",
89591,"ANDA",,"PIONEER PHARMS",
89592,"ANDA",,"PIONEER PHARMS",
89594,"ANDA",,"HERITAGE PHARMS INC",
89595,"ANDA",,"CMP PHARMA INC",
89597,"ANDA",,"AMNEAL PHARMS NY",
89598,"ANDA",,"AMNEAL PHARMS NY",
89599,"ANDA",,"AMNEAL PHARMS NY",
89601,"ANDA",,"LANNETT CO INC",
89602,"ANDA",,"ANI PHARMS INC",
89603,"ANDA",,"ANI PHARMS INC",
89605,"ANDA",,"WATSON LABS",
89606,"ANDA",,"WATSON LABS",
89614,"ANDA",,"ASTRAZENECA",
89615,"ANDA",,"ASTRAZENECA",
89616,"ANDA",,"ASTRAZENECA",
89617,"ANDA",,"ASTRAZENECA",
89618,"ANDA",,"ASTRAZENECA",
89619,"ANDA",,"QUAD PHARMS",
89624,"ANDA",,"ORGANON USA INC",
89626,"ANDA",,"TARO",
89628,"ANDA",,"PHARMACHEMIE USA",
89635,"ANDA",,"HOSPIRA",
89636,"ANDA",,"QUAD PHARMS",
89637,"ANDA",,"QUAD PHARMS",
89638,"ANDA",,"QUAD PHARMS",
89644,"ANDA",,"HOSPIRA",
89645,"ANDA",,"HOSPIRA",
89646,"ANDA",,"HOSPIRA",
89647,"ANDA",,"PHARM ASSOC",
89649,"ANDA",,"HOSPIRA",
89650,"ANDA",,"HOSPIRA",
89651,"ANDA",,"HOSPIRA",
89654,"ANDA",,"MURO",
89657,"ANDA",,"PAR PHARM",
89660,"ANDA",,"FOREST PHARMS",
89661,"ANDA",,"MORTON GROVE",
89673,"ANDA",,"FRONTIDA BIOPHARM",
89674,"ANDA",,"PAR PHARM",
89675,"ANDA",,"MARSAM PHARMS LLC",
89681,"ANDA",,"WOCKHARDT",
89682,"ANDA",,"ACTAVIS MID ATLANTIC",
89683,"ANDA",,"SANDOZ",
89684,"ANDA",,"SANDOZ",
89685,"ANDA",,"SANDOZ",
89686,"ANDA",,"SANDOZ",
89688,"ANDA",,"PACO",
89689,"ANDA",,"MIKART",
89696,"ANDA",,"IVAX PHARMS",
89697,"ANDA",,"MIKART",
89698,"ANDA",,"MIKART",
89699,"ANDA",,"MIKART",
89703,"ANDA",,"HOSPIRA",
89704,"ANDA",,"NASKA",
89705,"ANDA",,"NASKA",
89706,"ANDA",,"NASKA",
89707,"ANDA",,"ANI PHARMS INC",
89708,"ANDA",,"ANI PHARMS INC",
89717,"ANDA",,"WEST-WARD PHARMS INT",
89718,"ANDA",,"HIKMA PHARMS",
89725,"ANDA",,"MALLINCKRODT",
89726,"ANDA",,"WOCKHARDT",
89736,"ANDA",,"ABBVIE",
89738,"ANDA",,"MUTUAL PHARM",
89739,"ANDA",,"MUTUAL PHARM",
89740,"ANDA",,"LANNETT",
89741,"ANDA",,"LANNETT",
89742,"ANDA",,"LANNETT",
89743,"ANDA",,"LANNETT CO INC",
89744,"ANDA",,"HOSPIRA",
89753,"ANDA",,"SUN PHARM INDUSTRIES",
89754,"ANDA",,"ALPHARMA US PHARMS",
89763,"ANDA",,"PLIVA",
89764,"ANDA",,"PAR PHARM",
89765,"ANDA",,"PAR PHARM",
89771,"ANDA",,"VALEANT PHARMS",
89772,"ANDA",,"VALEANT PHARMS NORTH",
89773,"ANDA",,"MEDICIS",
89774,"ANDA",,"VALEANT PHARMS",
89775,"ANDA",,"ROXANE",
89776,"ANDA",,"LANNETT",
89779,"ANDA",,"MARSAM PHARMS LLC",
89781,"ANDA",,"IGI LABS INC",
89782,"ANDA",,"IGI LABS INC",
89783,"ANDA",,"IGI LABS INC",
89784,"ANDA",,"IGI LABS INC",
89785,"ANDA",,"IGI LABS INC",
89786,"ANDA",,"IGI LABS INC",
89787,"ANDA",,"IGI LABS INC",
89788,"ANDA",,"IGI LABS INC",
89795,"ANDA",,"G AND W LABS",
89796,"ANDA",,"G AND W LABS",
89797,"ANDA",,"G AND W LABS",
89798,"ANDA",,"G AND W LABS",
89800,"ANDA",,"QUAD PHARMS",
89804,"ANDA",,"MYLAN",
89805,"ANDA",,"VINTAGE",
89807,"ANDA",,"PLIVA",
89808,"ANDA",,"PLIVA",
89815,"ANDA",,"QUAD PHARMS",
89816,"ANDA",,"QUAD PHARMS",
89817,"ANDA",,"DEY",
89818,"ANDA",,"DEY",
89819,"ANDA",,"DEY",
89820,"ANDA",,"DEY",
89821,"ANDA",,"QUAD PHARMS",
89822,"ANDA",,"SCHERING",
89823,"ANDA",,"SCHERING",
89828,"ANDA",,"VINTAGE PHARMS",
89831,"ANDA",,"VINTAGE PHARMS",
89833,"ANDA",,"GLAXOSMITHKLINE",
89834,"ANDA",,"GLAXOSMITHKLINE",
89835,"ANDA",,"YAOPHARMA CO LTD",
89837,"ANDA",,"YAOPHARMA CO LTD",
89839,"ANDA",,"SANDOZ",
89840,"ANDA",,"INWOOD LABS",
89849,"ANDA",,"MARSAM PHARMS LLC",
89852,"ANDA",,"AUROLIFE PHARMA LLC",
89853,"ANDA",,"AUROLIFE PHARMA LLC",
89859,"ANDA",,"WATSON LABS",
89883,"ANDA",,"WATSON LABS",
89884,"ANDA",,"HERCON PHARM",
89885,"ANDA",,"HERCON PHARM",
89886,"ANDA",,"HERCON PHARM",
89887,"ANDA",,"BRISTOL MYERS SQUIBB",
89892,"ANDA",,"ACTAVIS MID ATLANTIC",
89893,"ANDA",,"QUAD PHARMS",
89894,"ANDA",,"AUROLIFE PHARMA LLC",
89895,"ANDA",,"BARR",
89897,"ANDA",,"WEST-WARD PHARMS INT",
89900,"ANDA",,"WARNER CHILCOTT",
89903,"ANDA",,"WEST-WARD PHARMS INT",
89907,"ANDA",,"IVAX PHARMS",
89910,"ANDA",,"CMP PHARMA INC",
89913,"ANDA",,"ALPHARMA US PHARMS",
89914,"ANDA",,"PARKE DAVIS",
89915,"ANDA",,"PHARMACHEMIE USA",
89932,"ANDA",,"HOSPIRA",
89948,"ANDA",,"PIONEER PHARMS",
89953,"ANDA",,"SUN PHARM INDUSTRIES",
89959,"ANDA",,"SANDOZ",
89970,"ANDA",,"SUN PHARM INDUSTRIES",
89971,"ANDA",,"VINTAGE PHARMS",
89976,"ANDA",,"HOSPIRA",
89977,"ANDA",,"HOSPIRA",
89983,"ANDA",,"AUROLIFE PHARMA LLC",
89984,"ANDA",,"AUROLIFE PHARMA LLC",
89987,"ANDA",,"MIKART",
89988,"ANDA",,"MIKART",
89990,"ANDA",,"VINTAGE",
89994,"ANDA",,"HALSEY",
89996,"ANDA",,"PERRIGO NEW YORK",
89997,"ANDA",,"WATSON LABS",
89998,"ANDA",,"WATSON LABS",
89999,"ANDA",,"WATSON LABS",
90002,"ANDA",,"ISTITUTO BIO ITA SPA",
90005,"ANDA",,"ISTITUTO BIO ITA SPA",
90007,"ANDA",,"MARKSANS PHARMA",
90008,"ANDA",,"ACTAVIS TOTOWA",
90010,"ANDA",,"LUITPOLD",
90011,"ANDA",,"PAR PHARM INC",
90014,"ANDA",,"TORRENT PHARMS LTD",
90016,"ANDA",,"HISUN PHARM HANGZHOU",
90017,"ANDA",,"SUN PHARMA GLOBAL",
90018,"ANDA",,"SUN PHARMA GLOBAL",
90019,"ANDA",,"NOVEL LABS INC",
90020,"ANDA",,"OXFORD PHARMS",
90022,"ANDA",,"SUN PHARMA GLOBAL",
90024,"ANDA",,"IMPAX LABS INC",
90025,"ANDA",,"LUPIN",
90027,"ANDA",,"PRINSTON INC",
90028,"ANDA",,"WOCKHARDT BIO AG",
90029,"ANDA",,"SANDOZ INC",
90030,"ANDA",,"FRESENIUS KABI USA",
90031,"ANDA",,"SANDOZ",
90032,"ANDA",,"GLENMARK PHARMS LTD",
90033,"ANDA",,"LUPIN LTD",
90034,"ANDA",,"LUPIN PHARMS",
90035,"ANDA",,"CHARTWELL MOLECULAR",
90037,"ANDA",,"BAUSCH AND LOMB",
90038,"ANDA",,"HIKMA FARMACEUTICA",
90039,"ANDA",,"SANDOZ INC",
90040,"ANDA",,"COBREK PHARMA",
90041,"ANDA",,"AMNEAL PHARMS",
90043,"ANDA",,"UPSHER-SMITH LABS",
90044,"ANDA",,"ORCHID HLTHCARE",
90048,"ANDA",,"DR REDDYS LABS LTD",
90049,"ANDA",,"MATRIX LABS LTD",
90051,"ANDA",,"LUPIN LTD",
90052,"ANDA",,"TEVA PHARMS",
90054,"ANDA",,"TOLMAR",
90055,"ANDA",,"STRIDES PHARMA",
90056,"ANDA",,"AUROBINDO",
90057,"ANDA",,"SAMSON MEDCL",
90058,"ANDA",,"SUN PHARMA GLOBAL",
90060,"ANDA",,"HETERO LABS LTD III",
90061,"ANDA",,"HETERO LABS LTD III",
90062,"ANDA",,"MYLAN",
90063,"ANDA",,"MYLAN PHARMA",
90064,"ANDA",,"LUITPOLD",
90065,"ANDA",,"EPIC PHARMA LLC",
90066,"ANDA",,"UNIQUE PHARM LABS",
90070,"ANDA",,"REDDYS",
90071,"ANDA",,"VALEANT PHARMS NORTH",
90072,"ANDA",,"WEST-WARD PHARMS INT",
90073,"ANDA",,"WOCKHARDT LTD",
90074,"ANDA",,"TORRENT PHARMS",
90075,"ANDA",,"HISUN PHARM HANGZHOU",
90077,"ANDA",,"SUN PHARMA GLOBAL",
90079,"ANDA",,"LANNETT CO INC",
90080,"ANDA",,"APOTEX INC",
90081,"ANDA",,"MAYNE PHARMA",
90082,"ANDA",,"SUN PHARMA GLOBAL",
90083,"ANDA",,"AUROBINDO PHARMA",
90084,"ANDA",,"ACTAVIS LABS FL INC",
90088,"ANDA",,"FRESENIUS KABI ONCOL",
90092,"ANDA",,"HETERO LABS LTD III",
90094,"ANDA",,"AUROBINDO PHARMA",
90095,"ANDA",,"BARR",
90096,"ANDA",,"CHARTWELL RX",
90097,"ANDA",,"MAYNE PHARMA INC",
90098,"ANDA",,"ALLERGAN SALES LLC",
90099,"ANDA",,"LUITPOLD",
90100,"ANDA",,"ZYDUS PHARMS USA INC",
90101,"ANDA",,"TEVA PHARMS USA",
90102,"ANDA",,"BIO PHARM INC",
90103,"ANDA",,"THEPHARMANETWORK LLC",
90107,"ANDA",,"SANDOZ",
90108,"ANDA",,"SAGENT PHARMS",
90109,"ANDA",,"SAGENT PHARMS",
90110,"ANDA",,"MYLAN ASI",
90111,"ANDA",,"VINTAGE PHARMS LLC",
90114,"ANDA",,"LABS LEON FARMA",
90116,"ANDA",,"LANNETT CO INC",
90118,"ANDA",,"SUN PHARM INDS INC",
90120,"ANDA",,"WEST-WARD PHARMS INT",
90121,"ANDA",,"ACCORD HLTHCARE",
90122,"ANDA",,"ALEMBIC PHARMS LTD",
90124,"ANDA",,"AUROBINDO PHARMA",
90125,"ANDA",,"NAVINTA LLC",
90128,"ANDA",,"WEST-WARD PHARMS INT",
90130,"ANDA",,"ACTAVIS TOTOWA",
90134,"ANDA",,"ACTAVIS ELIZABETH",
90135,"ANDA",,"GLENMARK GENERICS",
90137,"ANDA",,"SANDOZ INC",
90141,"ANDA",,"TEVA PHARMS USA",
90142,"ANDA",,"SUN PHARMA GLOBAL",
90143,"ANDA",,"BAUSCH AND LOMB",
90145,"ANDA",,"NOVEL LABS INC",
90146,"ANDA",,"FOUGERA PHARMS",
90149,"ANDA",,"DR REDDYS LABS INC",
90150,"ANDA",,"APOTEX",
90151,"ANDA",,"APOTEX INC",
90153,"ANDA",,"ACTAVIS LABS FL INC",
90155,"ANDA",,"CIPLA LIMITED",
90158,"ANDA",,"MYLAN",
90159,"ANDA",,"AUROBINDO PHARMA",
90161,"ANDA",,"DR REDDYS LABS LTD",
90162,"ANDA",,"UNICHEM LABS LTD",
90163,"ANDA",,"AKORN INC",
90164,"ANDA",,"SANDOZ INC",
90165,"ANDA",,"ZYDUS PHARMS USA INC",
90166,"ANDA",,"SANDOZ INC",
90168,"ANDA",,"LEADING PHARMA LLC",
90169,"ANDA",,"GLENMARK GENERICS",
90170,"ANDA",,"UNICHEM LABS LTD",
90174,"ANDA",,"ZYDUS PHARMS USA INC",
90175,"ANDA",,"ZYDUS PHARMS USA INC",
90176,"ANDA",,"BRECKENRIDGE PHARM",
90177,"ANDA",,"MAYNE PHARMA INC",
90178,"ANDA",,"SUN PHARMA GLOBAL",
90180,"ANDA",,"NOSTRUM LABS INC",
90181,"ANDA",,"FRESENIUS KABI USA",
90182,"ANDA",,"TARO",
90183,"ANDA",,"RANBAXY LABS LTD",
90184,"ANDA",,"BAUSCH AND LOMB INC",
90186,"ANDA",,"NOVEL LABS INC",
90187,"ANDA",,"APOTEX INC",
90188,"ANDA",,"APOTEX INC",
90189,"ANDA",,"FRESENIUS KABI USA",
90190,"ANDA",,"SANDOZ",
90191,"ANDA",,"ALLIED",
90193,"ANDA",,"LUITPOLD",
90194,"ANDA",,"HOSPIRA",
90195,"ANDA",,"LEADING PHARMA LLC",
90196,"ANDA",,"SYNTHON PHARMS",
90197,"ANDA",,"NOVEL LABS INC",
90198,"ANDA",,"MACLEODS PHARMA",
90199,"ANDA",,"TEVA PHARMS",
90200,"ANDA",,"HETERO LABS LTD III",
90201,"ANDA",,"WEST-WARD PHARMS INT",
90205,"ANDA",,"SUN PHARM INDS LTD",
