"applno","productno","marketingstatusid","tecodestr","tecode"
202397,1,1,"AB",2
202397,2,1,"AB",2
202397,3,1,"AB",2
202402,1,1,"AP",52
202409,1,1,"AA",1
202410,1,1,"AB",2
202413,1,1,"AB",2
202413,2,1,"AB",2
202413,3,1,"AB",2
202414,1,1,"AB",2
202414,2,1,"AB",2
202415,1,1,"AB",2
202418,1,1,"AB",2
202419,1,1,"AB",2
202419,2,1,"AB",2
202420,1,1,"AB",2
202421,1,1,"AB",2
202424,1,1,"AB",2
202424,2,1,"AB",2
202424,3,1,"AB",2
202424,4,1,"AB",2
202424,5,1,"AB",2
202424,6,1,"AB",2
202424,7,1,"AB",2
202431,1,1,"AB",2
202431,2,1,"AB",2
202432,1,1,"AP",52
202433,1,1,"AB",2
202436,1,1,"AP",52
202437,1,1,"AA",1
202438,1,1,"AB",2
202438,2,1,"AB",2
202438,3,1,"AB",2
202440,1,1,"AB",2
202442,1,1,"AT",56
202445,1,1,"AB",2
202445,2,1,"AB",2
202445,3,1,"AB",2
202446,1,1,"AB",2
202446,2,1,"AB",2
202446,3,1,"AB",2
202446,4,1,"AB",2
202446,5,1,"AB",2
202446,6,1,"AB",2
202456,1,1,"AB",2
202456,2,1,"AB",2
202456,3,1,"AB",2
202458,1,1,"AB",2
202459,1,1,"AB",2
202461,1,1,"AB",2
202461,2,1,"AB",2
202462,1,1,"AP",52
202463,1,1,"AB3",30
202464,1,1,"AP",52
202467,1,1,"AB",2
202467,2,1,"AB",2
202467,3,1,"AB",2
202468,1,1,"AB",2
202471,1,1,"AP",52
202472,1,1,"AP",52
202482,1,1,"AB",2
202485,1,1,"AP",52
202485,2,1,"AP",52
202489,1,1,"AB",2
202489,2,1,"AB",2
202490,1,1,"AB",2
202490,2,1,"AB",2
202491,1,1,"AB",2
202491,2,1,"AB",2
202491,3,1,"AB",2
202491,4,1,"AB",2
202491,5,1,"AB",2
202493,1,1,"AP",52
202494,1,1,"AP",52
202494,2,1,"AP",52
202496,1,1,"AN",50
202498,1,1,"AB",2
202498,2,1,"AB",2
202498,3,1,"AB",2
202498,4,1,"AB",2
202498,5,1,"AB",2
202501,1,1,"AP",52
202503,1,1,"AB",2
202507,1,1,"AB",2
202509,1,1,"AB",2
202511,1,1,"AA",1
202515,2,1,"AP",52
202515,3,1,"AP",52
202515,4,1,"AP",52
202516,1,1,"AB",2
202516,2,1,"AB",2
202516,3,1,"AB",2
202516,4,1,"AB",2
202517,1,1,"AB",2
202517,2,1,"AB",2
202517,3,1,"AB",2
202517,4,1,"AB",2
202519,1,1,"AB",2
202519,2,1,"AB",2
202519,3,1,"AB",2
202519,4,1,"AB",2
202519,5,1,"AB",2
202520,1,1,"AA",1
202521,1,1,"AP",52
202523,1,1,"AB",2
202524,1,1,"AB",2
202524,2,1,"AB",2
202525,1,1,"AT1",66
202530,1,1,"AB",2
202532,1,1,"AB",2
202533,1,1,"AB",2
202533,2,1,"AB",2
202537,1,1,"AA",1
202539,1,1,"AB",2
202539,2,1,"AB",2
202539,3,1,"AB",2
202540,1,1,"AB",2
202540,2,1,"AB",2
202542,1,1,"AB",2
202543,1,1,"AP",52
202543,2,1,"AP",52
202543,3,1,"AP",52
202545,1,1,"AB",2
202545,2,1,"AB",2
202546,1,1,"AB",2
202546,2,1,"AB",2
202546,3,1,"AB",2
202546,4,1,"AB",2
202547,1,1,"AB",2
202547,2,1,"AB",2
202548,1,1,"AP",52
202552,1,1,"AB",2
202552,2,1,"AB",2
202552,3,1,"AB",2
202552,4,1,"AB",2
202553,1,1,"AB",2
202553,2,1,"AB",2
202553,3,1,"AB",2
202554,1,1,"AB",2
202554,2,1,"AB",2
202554,3,1,"AB",2
202554,4,1,"AB",2
202554,5,1,"AB",2
202554,6,1,"AB",2
202555,1,1,"AB",2
202555,2,1,"AB",2
202556,1,1,"AB",2
202556,2,1,"AB",2
202556,3,1,"AB",2
202557,1,1,"AB",2
202557,2,1,"AB",2
202557,3,1,"AB",2
202557,4,1,"AB",2
202557,5,1,"AB",2
202560,1,1,"AB",2
202560,2,1,"AB",2
202561,1,1,"AP",52
202562,1,1,"AP",52
202564,1,1,"AB",2
202565,1,1,"AT",56
202566,1,1,"AB",2
202566,2,1,"AB",2
202567,1,1,"AB",2
202568,1,1,"AB",2
202568,2,1,"AB",2
202568,3,1,"AB",2
202568,4,1,"AB",2
202571,1,1,"AP",52
202573,1,1,"AB",2
202578,1,1,"AB",2
202578,2,1,"AB",2
202578,3,1,"AB",2
202578,4,1,"AB",2
202579,1,1,"AB",2
202579,2,1,"AB",2
202580,1,1,"AB",2
202581,1,1,"AB",2
202583,1,1,"AA",1
202585,1,1,"AP",52
202586,1,1,"AP",52
202588,1,1,"AB",2
202592,1,1,"AA",1
202593,1,1,"AB",2
202593,2,1,"AB",2
202594,1,1,"AB",2
202595,1,1,"AB",2
202595,2,1,"AB",2
202595,3,1,"AB",2
202598,1,1,"AB",2
202599,1,1,"AP",52
202600,1,1,"AP",52
202601,1,1,"AP",52
202601,2,1,"AP",52
202602,1,1,"AB",2
202603,1,1,"AB",2
202605,1,1,"AP",52
202608,1,1,"BX",151
202608,2,1,"BX",151
202608,3,1,"BX",151
202609,1,1,"AB",2
202610,1,1,"AA",1
202610,2,1,"AA",1
202620,1,1,"AT2",67
202624,1,1,"AP",52
202626,1,1,"AP",52
202631,1,1,"AB",2
202632,1,1,"AB",2
202633,1,1,"AB",2
202633,2,1,"AB",2
202633,3,1,"AB",2
202633,4,1,"AB",2
202633,5,1,"AB",2
202633,6,1,"AB",2
202634,1,1,"AP",52
202637,1,1,"AB",2
202640,1,1,"AA",1
202640,2,1,"AA",1
202641,1,1,"AB",2
202641,2,1,"AB",2
202644,1,1,"AB",2
202644,2,1,"AB",2
202645,1,1,"AB",2
202645,2,1,"AB",2
202645,3,1,"AB",2
202645,4,1,"AB",2
202650,1,1,"AP",52
202651,1,1,"AP",52
202652,1,1,"AB",2
202652,2,1,"AB",2
202653,1,1,"AT",56
202656,1,1,"AB",2
202657,1,1,"AB",2
202657,2,1,"AB",2
202659,1,1,"AB",2
202659,2,1,"AB",2
202659,3,1,"AB",2
202660,1,1,"AB",2
202662,1,1,"AB",2
202662,2,1,"AB",2
202662,3,1,"AB",2
202662,4,1,"AB",2
202667,1,1,"AT",56
202668,1,1,"AP",52
202668,2,1,"AP",52
202669,1,1,"AP",52
202669,2,1,"AP",52
202670,1,1,"AP",52
202670,2,1,"AP",52
202671,1,1,"AP",52
202673,1,1,"AA",1
202674,1,1,"AB",2
202674,2,1,"AB",2
202674,3,1,"AB",2
202674,4,1,"AB",2
202674,5,1,"AB",2
202674,6,1,"AB",2
202675,1,1,"AA",1
202676,1,1,"AB",2
202676,2,1,"AB",2
202676,3,1,"AB",2
202677,1,1,"AA",1
202677,2,1,"AA",1
202677,3,1,"AA",1
202683,1,1,"AB",2
202683,2,1,"AB",2
202683,3,1,"AB",2
202683,4,1,"AB",2
202683,5,1,"AB",2
202683,6,1,"AB",2
202684,1,2,"AB",2
202686,2,1,"AP",52
202687,1,1,"AB",2
202688,1,1,"AB",2
202688,2,1,"AB",2
202688,3,1,"AB",2
202689,1,1,"AB",2
202691,1,1,"AP",52
202691,2,1,"AP",52
202692,1,1,"AT",56
202693,1,1,"AP",52
202696,1,1,"AB",2
202696,2,1,"AB",2
202696,3,1,"AB",2
202696,4,1,"AB",2
202700,1,1,"AB",2
202700,2,1,"AB",2
202702,1,1,"AB",2
202702,2,1,"AB",2
202702,3,1,"AB",2
202702,4,1,"AB",2
202702,5,1,"AB",2
202702,6,1,"AB",2
202705,1,1,"AT",56
202706,1,1,"AB",2
202710,1,1,"AB",2
202710,2,1,"AB",2
202711,1,1,"AB",2
202713,1,1,"AB",2
202713,2,1,"AB",2
202713,3,1,"AB",2
202713,4,1,"AB",2
202716,1,1,"AB",2
202717,1,1,"AB",2
202718,1,1,"AB",2
202718,2,1,"AB",2
202718,3,1,"AB",2
202718,4,1,"AB",2
202718,5,1,"AB",2
202718,6,1,"AB",2
202718,7,1,"AB",2
202718,8,1,"AB",2
202719,1,1,"AT",56
202720,1,1,"AB",2
202720,2,1,"AB",2
202723,1,1,"AB",2
202725,1,1,"AB",2
202725,2,1,"AB",2
202725,3,1,"AB",2
202725,4,1,"AB",2
202726,1,1,"AB",2
202728,1,1,"AB",2
202728,2,1,"AB",2
202728,3,1,"AB",2
202728,4,1,"AB",2
202731,1,1,"AB",2
202731,2,1,"AB",2
202731,3,1,"AB",2
202731,4,1,"AB",2
202732,1,1,"AP",52
202733,1,1,"AP",52
202740,1,2,"AB",2
202741,1,1,"AB",2
202742,1,1,"AB",2
202743,1,1,"AB",2
202745,1,1,"AA",1
202747,1,1,"AP",52
202754,1,1,"AA",1
202755,1,1,"AP",52
202758,1,1,"AP",52
202759,1,1,"AB",2
202759,2,1,"AB",2
202759,3,1,"AB",2
202764,1,1,"AB",2
202764,2,1,"AB",2
202765,1,1,"AA",1
202765,2,1,"AA",1
202766,1,1,"AP",52
202768,1,1,"AB",2
202768,2,1,"AB",2
202768,3,1,"AB",2
202768,5,1,"AB",2
202769,1,1,"AT",56
202770,1,1,"AB",2
202771,1,1,"AB",2
202772,1,1,"AB",2
202773,1,1,"AB",2
202774,1,1,"AB1",3
202774,2,1,"AB1",3
202774,3,1,"AB1",3
202775,1,1,"AB2",20
202776,1,1,"AB",2
202778,1,1,"AB",2
202782,1,1,"AB",2
202784,1,1,"BX",151
202784,2,1,"BX",151
202786,1,1,"AB",2
202786,2,1,"AB",2
202786,3,1,"AB",2
202786,4,1,"AB",2
202786,5,1,"AB",2
202789,1,1,"AB",2
202790,1,1,"AA",1
202791,1,1,"AB",2
202792,1,1,"AB2",20
202800,1,1,"AA",1
202800,2,1,"AA",1
202800,3,1,"AA",1
202801,1,1,"AB",2
202801,2,1,"AB",2
202801,3,1,"AB",2
202803,1,1,"AB",2
202808,1,1,"AB",2
202819,1,1,"AB",2
202821,1,1,"AB",2
202821,2,1,"AB",2
202821,3,1,"AB",2
202824,1,1,"AB",2
202824,2,1,"AB",2
202824,3,1,"AB",2
202824,4,1,"AB",2
202825,1,1,"AB",2
202825,2,1,"AB",2
202825,3,1,"AB",2
202828,1,1,"AP",52
202829,1,1,"AB",2
202829,2,1,"AB",2
202829,3,1,"AB",2
202829,4,1,"AB",2
202837,1,1,"AP",52
202838,1,1,"AB",2
202840,1,1,"AB",2
202840,2,1,"AB",2
202842,1,1,"AB",2
202842,2,1,"AB",2
202842,3,1,"AB",2
202842,4,1,"AB",2
202842,5,1,"AB",2
202842,6,1,"AB",2
202842,7,1,"AB",2
202842,8,1,"AB",2
202843,1,1,"AB",2
202845,1,1,"AB",2
202846,1,1,"AA",1
202847,1,1,"AT",56
202848,1,1,"AT",56
202849,1,1,"AT",56
202852,1,1,"AT",56
202853,1,1,"AB",2
202856,1,1,"AB",2
202856,2,1,"AB",2
202857,1,1,"AP",52
202858,1,1,"AA",1
202858,2,1,"AA",1
202859,1,1,"AB",2
202862,1,1,"AB",2
202862,2,1,"AB",2
202862,3,1,"AB",2
202862,4,1,"AB",2
202862,5,1,"AB",2
202862,6,1,"AB",2
202864,1,1,"AP",52
202864,2,1,"AP",52
202864,3,1,"AP",52
202864,4,1,"AP",52
202865,1,1,"AP",52
202867,1,1,"AT1",66
202868,1,1,"AB",2
202869,1,1,"AP",52
202870,1,1,"AB",2
202870,2,1,"AB",2
202870,3,1,"AB",2
202871,1,1,"AB",2
202871,2,1,"AB",2
202871,3,1,"AB",2
202873,1,1,"AB",2
202873,2,1,"AB",2
202881,1,1,"AP",52
202882,1,1,"AB",2
202882,2,1,"AB",2
202885,1,1,"AB",2
202886,1,1,"AB",2
202886,2,1,"AB",2
202887,1,1,"AB",2
202887,2,1,"AB",2
202887,3,1,"AB",2
202887,4,1,"AB",2
202890,1,1,"AB",2
202890,2,1,"AB",2
202891,1,1,"AB",2
202891,2,1,"AB",2
202891,3,1,"AB",2
202891,4,1,"AB",2
202891,5,1,"AB",2
202891,6,1,"AB",2
202891,7,1,"AB",2
202892,1,1,"AB",2
202892,2,1,"AB",2
202892,3,1,"AB",2
202893,1,1,"AA",1
202893,2,1,"AA",1
202894,1,1,"AB",2
202897,1,1,"AB",2
202897,2,1,"AB",2
202900,1,1,"AB",2
202900,2,1,"AB",2
202900,3,1,"AB",2
202901,1,1,"AB",2
202902,1,1,"AB",2
202906,1,1,"AB",2
202910,1,1,"AB",2
202910,2,1,"AB",2
202910,3,1,"AB",2
202912,1,1,"AB",2
202915,1,1,"AA",1
202916,1,1,"AT1",66
202917,1,1,"AB3",30
202917,2,1,"AB3",30
202922,1,1,"AP",52
202922,2,1,"AP",52
202923,1,1,"AP",52
202925,1,1,"AB",2
202925,2,1,"AB",2
202928,1,1,"AB",2
202929,1,1,"AB",2
202929,2,1,"AB",2
202929,3,1,"AB",2
202930,1,1,"AP",52
202931,1,1,"AB",2
202933,1,1,"AB",2
202933,2,1,"AB",2
202933,3,1,"AB",2
202933,4,1,"AB",2
202934,1,1,"AB",2
202935,2,1,"AA",1
202935,3,1,"AA",1
202935,4,1,"AA",1
202936,1,1,"AA",1
202937,1,1,"AB",2
202937,2,1,"AB",2
202937,3,1,"AB",2
202937,4,1,"AB",2
202938,1,1,"AP",52
202939,1,1,"AB",2
202939,2,1,"AB",2
202939,3,1,"AB",2
202939,4,1,"AB",2
202939,5,1,"AB",2
202940,1,1,"AA",1
202941,1,1,"AB",2
202942,1,1,"AA",1
202946,1,1,"AB",2
202946,2,1,"AB",2
202946,3,1,"AB",2
202946,4,1,"AB",2
202946,5,1,"AB",2
202946,6,1,"AB",2
202946,7,1,"AB",2
202947,1,1,"AB",2
202949,1,1,"AB",2
202949,2,1,"AB",2
202949,3,1,"AB",2
202956,1,1,"AB",2
202956,2,1,"AB",2
202957,1,1,"AP",52
202957,2,1,"AP",52
202960,1,1,"AB",2
202961,1,1,"AB",2
202964,1,1,"AB",2
202965,1,1,"AB",2
202965,2,1,"AB",2
202965,3,1,"AB",2
202968,1,1,"AB",2
202968,2,1,"AB",2
202968,3,1,"AB",2
202968,4,1,"AB",2
202969,1,1,"AP",52
202970,1,1,"AB",2
202975,1,1,"AB",2
202984,1,1,"AB1",3
202987,1,1,"AB1",3
202987,2,1,"AB1",3
202987,3,1,"AB1",3
202991,1,1,"AA",1
202991,2,1,"AA",1
202991,3,1,"AA",1
202992,1,1,"AB",2
202992,2,1,"AB",2
202994,1,1,"AB",2
202995,1,1,"AB",2
202996,1,1,"AB",2
202997,1,1,"AP",52
203002,1,1,"AB",2
203002,2,1,"AB",2
203005,1,1,"AB",2
203008,1,1,"AP",52
203010,1,1,"AB",2
203010,2,1,"AB",2
203010,3,1,"AB",2
203012,1,1,"AB",2
203012,2,1,"AB",2
203012,3,1,"AB",2
203013,1,1,"AB",2
203013,2,1,"AB",2
203016,1,1,"AB",2
203016,2,1,"AB",2
203018,1,1,"AB",2
203018,2,1,"AB",2
203019,1,1,"AB",2
203019,2,1,"AB",2
203020,1,1,"AB",2
203020,2,1,"AB",2
203020,3,1,"AB",2
203023,1,1,"AB3",30
203023,2,1,"AB3",30
203023,3,1,"AB3",30
203023,4,1,"AB3",30
203023,5,1,"AB3",30
203024,1,1,"AB",2
203027,1,1,"AB",2
203030,1,1,"AB",2
203030,2,1,"AB",2
203030,3,1,"AB",2
203032,1,1,"AB",2
203032,2,1,"AB",2
203032,3,1,"AB",2
203034,1,1,"AB",2
203034,2,1,"AB",2
203037,1,1,"AB",2
203037,2,1,"AB",2
203038,1,1,"AB",2
203038,2,1,"AB",2
203039,1,1,"AB",2
203039,2,1,"AB",2
203040,1,1,"AP",52
203040,2,1,"AP",52
203041,1,1,"AB",2
203042,1,1,"AB",2
203044,1,1,"AB",2
203044,2,1,"AB",2
203044,3,1,"AB",2
203044,4,1,"AB",2
203046,1,1,"AB",2
203046,2,1,"AB",2
203046,3,1,"AB",2
203047,1,1,"AB",2
203047,2,1,"AB",2
203048,1,1,"AP",52
203048,2,1,"AP",52
203048,3,1,"AP",52
203049,1,1,"AP",52
203051,1,1,"AT",56
203052,1,1,"AA",1
203054,1,1,"AP",52
203054,2,1,"AP",52
203058,1,1,"AT",56
203059,1,1,"AB",2
203059,2,1,"AB",2
203062,1,1,"AB",2
203062,2,1,"AB",2
203063,1,1,"AA",1
203067,1,1,"AA",1
203068,1,1,"AA",1
203071,1,1,"AB",2
203071,2,1,"AB",2
203071,3,1,"AB",2
203072,1,1,"AB",2
203072,2,1,"AB",2
203080,1,1,"AB",2
203081,1,1,"AB",2
203081,2,1,"AB",2
203081,3,1,"AB",2
203082,1,1,"AP",52
203082,2,1,"AP",52
203088,1,1,"AB",2
203088,2,1,"AB",2
203088,3,1,"AB",2
203088,4,1,"AB",2
203098,1,1,"AB",2
203098,2,1,"AB1",3
203098,3,1,"AB1",3
203104,1,1,"AB",2
203106,1,1,"AB",2
203106,2,1,"AB",2
203107,1,1,"AB",2
203110,1,1,"AP",52
203112,1,1,"AB",2
203114,1,1,"AB",2
203118,1,1,"AB",2
203122,1,1,"AB",2
203126,1,1,"AB2",20
203126,2,1,"AB2",20
203126,3,1,"AB2",20
203129,1,1,"AP",52
203131,1,1,"AP",52
203132,1,1,"AP",52
203132,2,1,"AP",52
203135,1,1,"AB",2
203136,1,1,"AB",2
203136,2,1,"AB",2
203139,1,1,"AB",2
203145,1,1,"AB",2
203145,2,1,"AB",2
203145,3,1,"AB",2
203145,4,1,"AB",2
203145,5,1,"AB",2
203146,1,1,"AB",2
203146,2,1,"AB",2
203147,1,1,"AB",2
203147,2,1,"AB",2
203148,1,1,"AB",2
203148,2,1,"AB",2
203148,3,1,"AB",2
203148,4,1,"AB",2
203150,1,1,"AB",2
203152,1,1,"AT",56
203153,1,1,"AP",52
203154,1,1,"AB",2
203154,2,1,"AB",2
203155,1,1,"AP",52
203161,1,1,"AB",2
203161,2,1,"AB",2
203161,3,1,"AB",2
203162,1,1,"AB",2
203163,1,1,"AB",2
203164,1,1,"AB",2
203167,1,1,"AP",52
203167,2,1,"AP",52
203171,1,1,"AB",2
203171,2,1,"AB",2
203171,3,1,"AB",2
203173,1,1,"AP",52
203174,1,1,"AB",2
203175,1,1,"AB",2
203175,2,1,"AB",2
203177,1,1,"AP",52
203179,1,1,"AB",2
203182,1,1,"AP",52
203182,2,1,"AP",52
203183,1,1,"AP",52
203184,1,1,"AB",2
203189,1,1,"AT",56
203191,1,1,"AA",1
203192,1,1,"AB",2
203195,1,1,"AB",2
203197,1,1,"AB",2
203197,2,1,"AB",2
203197,3,1,"AB",2
203198,1,1,"AP",52
203198,2,1,"AP",52
203203,1,1,"AB",2
203203,2,1,"AB",2
203208,1,1,"AA",1
203212,1,1,"AT",56
203217,1,1,"AB",2
203231,1,1,"AP",52
203232,1,1,"AB",2
203233,1,1,"AB",2
203233,2,1,"AB",2
203234,1,1,"AB",2
203236,1,1,"AP",52
203236,2,1,"AP",52
203238,1,1,"AP",52
203240,1,1,"AB",2
203240,2,1,"AB",2
203242,1,1,"AP",52
203242,2,1,"AP",52
203243,1,1,"AB",2
203244,1,1,"AB",2
203244,2,1,"AB",2
203245,1,1,"AB",2
203245,2,1,"AB",2
203245,3,1,"AB",2
203246,2,1,"AP",52
203252,1,1,"AB",2
203252,2,1,"AB",2
203253,1,1,"AB",2
203253,2,1,"AB",2
203253,3,1,"AB",2
203258,1,1,"AP",52
203258,2,1,"AP",52
203259,1,1,"AB",2
203260,1,1,"AB",2
203261,1,1,"AB",2
203263,1,1,"AB",2
203263,2,1,"AB",2
203266,1,1,"AB",2
203269,1,1,"AB",2
203269,2,1,"AB",2
203270,1,1,"AB",2
203270,2,1,"AB",2
203270,3,1,"AB",2
203277,1,1,"AB",2
203277,2,1,"AB",2
203280,1,1,"AP",52
203281,1,1,"AB",2
203281,2,1,"AB",2
203281,3,1,"AB",2
203286,1,1,"AB",2
203289,1,1,"AB",2
203289,2,1,"AB",2
203290,1,1,"AB",2
203290,2,1,"AB",2
203291,1,1,"AB",2
203293,1,1,"AB",2
203293,2,1,"AB",2
203293,3,1,"AB",2
203293,4,1,"AB",2
203294,1,1,"AP",52
203298,1,1,"AB",2
203308,1,1,"AP",52
203311,1,1,"AB",2
203311,2,1,"AB",2
203311,3,1,"AB",2
203311,4,1,"AB",2
203315,1,1,"AB",2
203320,1,1,"AB1",3
203321,1,1,"AP",52
203322,1,1,"AP",52
203323,1,1,"AP",52
203325,1,1,"AB",2
203325,2,1,"AB",2
203325,3,1,"AB",2
203326,1,1,"AB",2
203326,2,1,"AB",2
203328,1,1,"AB",2
203328,2,1,"AB",2
203333,1,1,"AB",2
203333,2,1,"AB",2
203333,3,1,"AB",2
203333,4,1,"AB",2
203333,5,1,"AB",2
203333,6,1,"AB",2
203334,1,1,"AB",2
203334,2,1,"AB",2
203335,1,1,"AB",2
203339,1,1,"AB",2
203339,2,1,"AB",2
203343,1,1,"AT",56
203346,1,1,"AB",2
203346,2,1,"AB",2
203346,3,1,"AB",2
203346,4,1,"AB",2
203352,1,1,"AP",52
203354,1,1,"AB",2
203354,2,1,"AB",2
203354,3,1,"AB",2
203354,4,1,"AB",2
203354,5,1,"AB",2
203359,1,1,"AB",2
203359,2,1,"AB",2
203359,3,1,"AB",2
203359,4,1,"AB",2
203359,5,1,"AB",2
203359,6,1,"AB",2
203366,1,1,"AB",2
203367,1,1,"AB",2
203367,2,1,"AB",2
203367,3,1,"AB",2
203367,4,1,"AB",2
203370,1,1,"AB",2
203370,2,1,"AB",2
203370,3,1,"AB",2
203370,4,1,"AB",2
203371,1,1,"AB",2
203374,1,1,"AA",1
203375,1,1,"AA",1
203377,1,1,"AT",56
203378,1,1,"AT",56
203380,1,1,"AP",52
203380,2,1,"AP",52
203380,3,1,"AP",52
203383,1,1,"AT",56
203384,1,1,"AT",56
203385,1,1,"AP",52
203386,1,1,"AP",52
203390,1,1,"AB",2
203390,2,1,"AB",2
203390,3,1,"AB",2
203390,4,1,"AB",2
203390,5,1,"AB",2
203390,6,1,"AB",2
203393,1,1,"AP",52
203395,1,1,"AT2",67
203399,1,1,"AB",2
203407,1,1,"AP",52
203407,2,1,"AP",52
203407,3,1,"AP",52
203409,1,1,"AB",2
203409,2,1,"AB",2
203411,1,1,"AB",2
203412,1,1,"AP",52
203413,1,1,"AB",2
203417,1,1,"AB",2
203417,2,1,"AB",2
203417,3,1,"AB",2
203419,1,1,"AB",2
203428,1,1,"AP",52
203431,1,1,"AT",56
203432,1,1,"AB",2
203434,1,1,"AB",2
203435,1,1,"AB",2
203435,2,1,"AB",2
203436,1,1,"AA",1
203437,1,1,"AB",2
203438,1,1,"AB",2
203445,1,1,"AB",2
203447,1,1,"AA",1
203448,1,1,"AB",2
203449,1,1,"AP",52
203453,1,1,"AP",52
203454,1,1,"AP",52
203454,2,1,"AP",52
203455,1,1,"AB",2
203455,2,1,"AB",2
203455,3,1,"AB",2
203456,1,1,"AB",2
203456,2,1,"AB",2
203456,3,1,"AB",2
203456,4,1,"AB",2
203458,1,1,"AB",2
203458,2,1,"AB",2
203460,1,1,"AP",52
203460,2,1,"AP",52
203466,1,1,"AB",2
203466,2,1,"AB",2
203466,3,1,"AB",2
203468,1,1,"AB",2
203468,2,1,"AB",2
203475,1,1,"AP",52
203477,1,1,"AP",52
203478,1,1,"AB",2
203478,2,1,"AB",2
203480,1,1,"AB",2
203481,1,1,"AB",2
203481,2,1,"AB",2
203481,3,1,"AB",2
203482,1,1,"AB",2
203482,2,1,"AB",2
203482,3,1,"AB",2
203482,4,1,"AB",2
203484,2,1,"AA",1
203490,1,1,"AB",2
203490,2,1,"AB",2
203490,3,1,"AB",2
203490,4,1,"AB",2
203490,5,1,"AB",2
203490,6,1,"AB",2
203494,1,1,"AB",2
203495,1,1,"AA",1
203499,1,1,"AB",2
203499,2,1,"AB",2
203499,3,1,"AB",2
203500,1,1,"AB",2
203500,2,1,"AB",2
203501,1,1,"AB",2
203502,1,1,"AA",1
203502,2,1,"AA",1
203503,1,1,"AB",2
203503,2,1,"AB",2
203507,1,1,"AP",52
203508,1,1,"AB",2
203508,2,1,"AB",2
203508,3,1,"AB",2
203508,4,1,"AB",2
203508,5,1,"AB",2
203508,6,1,"AB",2
203511,1,1,"AB",2
203512,1,1,"AB",2
203512,2,1,"AB",2
203512,3,1,"AB",2
203513,1,1,"AA",1
203518,1,1,"AA",1
203518,2,1,"AA",1
203519,1,1,"AA",1
203521,1,1,"AP",52
203533,1,1,"AB",2
203533,2,1,"AB",2
203533,3,1,"AB",2
203534,1,1,"AB",2
203534,2,1,"AB",2
203534,3,1,"AB",2
203535,1,1,"AA",1
203536,1,1,"AB",2
203536,2,1,"AB",2
203536,3,1,"AB",2
203536,4,1,"AB",2
203544,1,1,"AP",52
203546,1,1,"AB",2
203546,2,1,"AB",2
203546,3,1,"AB",2
203547,1,1,"AB",2
203548,1,1,"AA",1
203548,2,1,"AA",1
203550,1,1,"AA",1
203550,2,1,"AA",1
203551,1,1,"AP",52
203551,2,1,"AP",52
203553,1,1,"AB",2
203553,4,1,"AB",2
203553,5,1,"AB",2
203553,6,1,"AB",2
203553,8,1,"AB",2
203554,1,1,"AP",52
203557,1,1,"AP",52
203559,1,1,"AA",1
203559,2,1,"AA",1
203560,1,1,"AB",2
203560,2,1,"AB",2
203560,3,1,"AB",2
203562,1,1,"AB1",3
203562,2,1,"AB1",3
203563,1,1,"AP",52
203563,2,1,"AP",52
203564,1,1,"AA",1
203572,1,1,"AB",2
203572,2,1,"AB",2
203572,3,1,"AB",2
203575,1,1,"AP",52
203576,1,1,"AP",52
203576,2,1,"AP",52
203578,1,1,"AB",2
203578,2,1,"AB",2
203580,1,1,"AB",2
203580,2,1,"AB",2
203580,3,1,"AB",2
203580,4,1,"AB",2
203580,5,1,"AB",2
203581,1,1,"AB1",3
203581,2,1,"AB1",3
203581,3,1,"AB1",3
203582,1,1,"AB",2
203582,2,1,"AB",2
203583,1,1,"AB2",20
203583,2,1,"AB2",20
203583,3,1,"AB2",20
203583,4,1,"AB2",20
203583,5,1,"AB2",20
203583,6,1,"AB2",20
203584,1,1,"AB",2
203584,2,1,"AB",2
203586,1,1,"AB",2
203591,1,1,"AP",52
203592,1,1,"AP",52
203593,1,1,"AB",2
203594,1,1,"AB",2
203600,1,1,"AA",1
203601,1,1,"AB",2
203601,2,1,"AB",2
203602,1,1,"AB",2
203602,2,1,"AB",2
203602,3,1,"AB",2
203602,4,1,"AB",2
203602,5,1,"AB",2
203603,1,1,"AP",52
203608,1,1,"AP",52
203608,2,1,"AP",52
203609,1,1,"AP",52
203609,2,1,"AP",52
203612,1,1,"AP",52
203613,1,1,"AB",2
203613,2,1,"AB",2
203614,1,1,"AB",2
203614,2,1,"AB",2
203615,1,1,"AB",2
203615,2,1,"AB",2
203619,1,1,"AP",52
203621,1,1,"AA",1
203622,1,1,"AP",52
203622,2,1,"AP",52
203623,1,1,"AB",2
203624,1,1,"AP",52
203630,1,1,"AB",2
203630,2,1,"AB",2
203630,3,1,"AB",2
203634,1,1,"AB",2
203636,1,1,"AB",2
203636,2,1,"AB",2
203638,1,1,"AB",2
203638,2,1,"AB",2
203638,3,1,"AB",2
203638,4,1,"AB",2
203638,5,1,"AB",2
203644,1,1,"AA",1
203646,1,1,"AB",2
203649,1,1,"AP",52
203649,2,1,"AP",52
203649,3,1,"AP",52
203649,4,1,"AP",52
203653,1,1,"AN",50
203653,2,1,"AN",50
203653,3,1,"AN",50
203655,1,1,"AP",52
203656,1,1,"AB",2
203656,2,1,"AB",2
203660,1,1,"AT",56
203661,1,1,"AP",52
203664,1,1,"AP",52
203665,1,1,"AP",52
203667,1,1,"AB",2
203686,1,1,"AB",2
203686,2,1,"AB",2
